400.140952	0.000570455
402.3039139	0.001592205
404.4668973	0.003185417
406.6299027	0.001659372
408.7929303	0.00275592
410.9559806	0.003576415
413.1190539	0.004376604
415.2821507	0.004770583
417.4452712	0.004997293
419.6084159	0.004870653
421.7715851	0.003160082
423.9347792	0.00228159
426.0979986	0.002649617
428.2612437	0.002419476
430.4245147	0.002155281
432.5878122	0.001853598
434.7511364	0.00183197
436.9144878	0.001480967
439.0778667	0.001781579
441.2412734	0.001615687
443.4047085	0.002354037
445.5681721	0.00306167
447.7316648	0.006959676
449.8951869	0.010747649
452.0587387	0.006167199
454.2223207	0.002801452
456.3859331	0.002346085
458.5495764	0.002187216
460.713251	0.002719875
462.8769572	0.004089806
465.0406954	0.005582947
467.2044659	0.005260049
469.3682692	0.004985378
471.5321056	0.0081812
473.6959755	0.016457858
475.8598793	0.01582217
478.0238173	0.007733543
480.1877899	0.004708864
482.3517975	0.005283271
484.5158404	0.006166089
486.679919	0.007320948
488.8440338	0.007858572
491.008185	0.006776583
493.1723731	0.005119154
495.3365984	0.004658414
497.5008613	0.004995995
499.6651622	0.005320735
501.8295014	0.00558216
503.9938793	0.006123292
506.1582963	0.006950492
508.3227528	0.006990715
510.4872491	0.00638701
512.6517856	0.006232322
514.8163626	0.005682732
516.9809807	0.006174834
519.14564	0.011117596
521.3103411	0.02071025
523.4750842	0.027259393
525.6398698	0.025728102
527.8046982	0.018609937
529.9695698	0.012139562
532.1344849	0.007577411
534.299444	0.005616999
536.4644474	0.004997142
538.6294955	0.006738442
540.7945886	0.010639223
542.9597272	0.01440803
545.1249116	0.014328051
547.2901422	0.011498543
549.4554193	0.009191078
551.6207433	0.00785164
553.7861147	0.007632283
555.9515337	0.007001442
558.1170007	0.006881784
560.2825162	0.006630982
562.4480804	0.006737163
564.6136939	0.007045136
566.7793568	0.00671704
568.9450697	0.007653361
571.1108329	0.009176815
573.2766467	0.010624628
575.4425115	0.010924862
577.6084278	0.010832023
579.7743958	0.009506276
581.940416	0.009225093
584.1064887	0.009053324
586.2726143	0.010280047
588.4387931	0.011059671
590.6050256	0.011211044
592.7713122	0.010656158
594.9376531	0.009278092
597.1040488	0.008509537
599.2704996	0.00844599
601.4370059	0.00776618
603.6035681	0.00841116
605.7701866	0.008050153
607.9368617	0.008734671
610.1035938	0.009212298
612.2703832	0.010683405
614.4372304	0.012392855
616.6041358	0.014115716
618.7710996	0.015354968
620.9381223	0.015247384
623.1052043	0.01550029
625.2723458	0.015732596
627.4395474	0.01419525
629.6068093	0.01324243
631.774132	0.012461514
633.9415157	0.011644414
636.108961	0.010326211
638.2764681	0.009596709
640.4440374	0.008773438
642.6116693	0.009447912
644.7793642	0.011844718
646.9471224	0.015613938
649.1149444	0.018528105
651.2828305	0.021817504
653.450781	0.022710761
655.6187964	0.022223841
657.786877	0.019521468
659.9550231	0.017411767
662.1232353	0.015315929
664.2915137	0.013730556
666.4598589	0.01245978
668.6282712	0.011427684
670.7967509	0.01103789
672.9652984	0.010995955
675.1339141	0.010877862
677.3025984	0.010613224
679.4713517	0.010543939
681.6401743	0.010593092
683.8090665	0.010484291
685.9780289	0.010973514
688.1470617	0.011795479
690.3161652	0.012529551
692.48534	0.012604317
694.6545864	0.015500447
696.8239046	0.016098266
698.9932952	0.018596029
701.1627584	0.019932051
703.3322947	0.022510166
705.5019045	0.024320167
707.671588	0.024790519
709.8413457	0.023794923
712.011178	0.023966739
714.1810851	0.024220813
716.3510676	0.021925037
718.5211257	0.021941924
720.6912599	0.02007594
722.8614704	0.018237446
725.0317578	0.017708189
727.2021223	0.016528721
729.3725644	0.014790661
731.5430843	0.013264497
733.7136825	0.012908783
735.8843594	0.012499135
738.0551153	0.012984183
740.2259506	0.01726646
742.3968657	0.019180334
744.5678609	0.022704647
746.7389367	0.024166671
748.9100933	0.025179906
751.0813312	0.023465252
753.2526507	0.021993664
755.4240523	0.021401195
757.5955362	0.018726681
759.7671029	0.017906169
761.9387527	0.015107509
764.110486	0.013462605
766.2823032	0.012810248
768.4542046	0.01112325
770.6261907	0.011292865
772.7982617	0.010099424
774.9704182	0.010724549
777.1426603	0.010134847
779.3149886	0.009288658
781.4874034	0.008070294
783.6599051	0.008197264
785.8324939	0.007409965
788.0051704	0.007285071
790.1779349	0.009310737
792.3507877	0.0086699
794.5237293	0.010230751
796.6967599	0.009225284
798.8698801	0.009310426
801.0430901	0.010536125
803.2163903	0.011868899
